port,latitude,longitude,mmsis_in_port,port_cluster
36_1,55.09444975795602,10.237739258023918,219034214,32
36_1,55.09444975795602,10.237739258023918,218061300,32
36_1,55.09444975795602,10.237739258023918,219033042,32
28_3,55.42882385209049,10.400335188361737,212503000,28
28_3,55.42882385209049,10.400335188361737,219011491,28
28_3,55.42882385209049,10.400335188361737,275510000,28
30_10,57.690256779773925,10.64500110567762,258349500,7
30_10,57.690256779773925,10.64500110567762,356423000,7
30_10,57.690256779773925,10.64500110567762,220614000,7
30_10,57.690256779773925,10.64500110567762,219022300,7
30_10,57.690256779773925,10.64500110567762,265012140,7
30_10,57.690256779773925,10.64500110567762,246265000,7
13_3,55.26916046814716,9.887766521867993,219033266,33
13_3,55.26916046814716,9.887766521867993,219030406,33
13_3,55.26916046814716,9.887766521867993,219014412,33
13_3,55.26916046814716,9.887766521867993,219018258,33
13_3,55.26916046814716,9.887766521867993,518100276,33
13_3,55.26916046814716,9.887766521867993,219305000,33
13_3,55.26916046814716,9.887766521867993,219017105,33
13_3,55.26916046814716,9.887766521867993,219032380,33
13_3,55.26916046814716,9.887766521867993,219000553,33
13_3,55.26916046814716,9.887766521867993,219000818,33
13_3,55.26916046814716,9.887766521867993,211278920,33
31_3,55.44970475033408,10.664028751188825,219003103,34
31_3,55.44970475033408,10.664028751188825,219007393,34
31_3,55.44970475033408,10.664028751188825,219250000,34
31_3,55.44970475033408,10.664028751188825,219167000,34
17_5,55.71946346510032,12.599678021853997,211787120,19
17_5,55.71946346510032,12.599678021853997,219006564,19
17_5,55.71946346510032,12.599678021853997,219008904,19
17_5,55.71946346510032,12.599678021853997,219029210,19
17_5,55.71946346510032,12.599678021853997,219006177,19
21_0,54.17605631022147,12.093668310563366,269112910,26
21_0,54.17605631022147,12.093668310563366,211215210,26
21_0,54.17605631022147,12.093668310563366,211881570,26
21_0,54.17605631022147,12.093668310563366,211222800,26
21_0,54.17605631022147,12.093668310563366,211624870,26
21_0,54.17605631022147,12.093668310563366,211624750,26
21_0,54.17605631022147,12.093668310563366,211205810,26
21_0,54.17605631022147,12.093668310563366,211549160,26
17_10,57.67243761656616,11.789679236442614,210553000,35
17_10,57.67243761656616,11.789679236442614,244790715,35
17_10,57.67243761656616,11.789679236442614,265550210,35
17_10,57.67243761656616,11.789679236442614,244178000,35
20_3,55.33240308185323,11.14098377324296,212503000,36
20_3,55.33240308185323,11.14098377324296,219028645,36
20_3,55.33240308185323,11.14098377324296,219012789,36
20_3,55.33240308185323,11.14098377324296,219012788,36
20_3,55.33240308185323,11.14098377324296,219000622,36
20_3,55.33240308185323,11.14098377324296,305190000,36
20_3,55.33240308185323,11.14098377324296,219022265,36
20_3,55.33240308185323,11.14098377324296,219015425,36
33_10,57.69126966901658,11.88164475946627,266203000,35
33_10,57.69126966901658,11.88164475946627,265606380,35
33_10,57.69126966901658,11.88164475946627,266476000,35
33_10,57.69126966901658,11.88164475946627,265550210,35
46_10,57.77226275876697,11.618901527611994,265549760,37
46_10,57.77226275876697,11.618901527611994,265530880,37
46_10,57.77226275876697,11.618901527611994,266388000,37
46_10,57.77226275876697,11.618901527611994,219015153,37
14_4,55.55868243361414,9.746475448727258,246669000,38
14_4,55.55868243361414,9.746475448727258,219000558,38
14_4,55.55868243361414,9.746475448727258,257081000,38
14_4,55.55868243361414,9.746475448727258,219002176,38
14_4,55.55868243361414,9.746475448727258,219026257,38
9_0,54.015887681842436,14.251746657804695,992611330,39
9_0,54.015887681842436,14.251746657804695,992611340,39
9_0,54.015887681842436,14.251746657804695,992610800,39
13_6,56.15097800180523,10.690056670031415,219025236,40
13_6,56.15097800180523,10.690056670031415,219031366,40
13_6,56.15097800180523,10.690056670031415,219018456,40
4_4,55.48225244804471,8.412220486822035,219000615,4
4_4,55.48225244804471,8.412220486822035,219029698,4
4_4,55.48225244804471,8.412220486822035,219031464,4
4_4,55.48225244804471,8.412220486822035,219027656,4
4_4,55.48225244804471,8.412220486822035,219029466,4
4_4,55.48225244804471,8.412220486822035,219005998,4
10_6,56.126757449136576,12.309923193848658,219017327,41
10_6,56.126757449136576,12.309923193848658,219007314,41
10_6,56.126757449136576,12.309923193848658,219385000,41
10_6,56.126757449136576,12.309923193848658,219008361,41
10_6,56.126757449136576,12.309923193848658,219028878,41
10_6,56.126757449136576,12.309923193848658,219005969,41
10_6,56.126757449136576,12.309923193848658,219001624,41
10_6,56.126757449136576,12.309923193848658,219032031,41
10_6,56.126757449136576,12.309923193848658,219012302,41
10_6,56.126757449136576,12.309923193848658,312994000,41
10_6,56.126757449136576,12.309923193848658,219015418,41
10_6,56.126757449136576,12.309923193848658,219005385,41
10_6,56.126757449136576,12.309923193848658,258027740,41
10_6,56.126757449136576,12.309923193848658,219024815,41
10_6,56.126757449136576,12.309923193848658,219005921,41
10_6,56.126757449136576,12.309923193848658,219029576,41
10_6,56.126757449136576,12.309923193848658,219002998,41
10_6,56.126757449136576,12.309923193848658,219000897,41
10_6,56.126757449136576,12.309923193848658,219002409,41
10_6,56.126757449136576,12.309923193848658,219001604,41
10_6,56.126757449136576,12.309923193848658,220076000,41
10_6,56.126757449136576,12.309923193848658,219004128,41
10_6,56.126757449136576,12.309923193848658,220336000,41
10_6,56.126757449136576,12.309923193848658,220356000,41
10_6,56.126757449136576,12.309923193848658,219004203,41
10_6,56.126757449136576,12.309923193848658,219000611,41
10_6,56.126757449136576,12.309923193848658,219024177,41
12_3,55.26203501087504,9.71091126254424,219000643,42
12_3,55.26203501087504,9.71091126254424,219004125,42
12_3,55.26203501087504,9.71091126254424,219000923,42
12_3,55.26203501087504,9.71091126254424,219026591,42
17_7,56.65435749494065,12.85263224667237,219543000,43
17_7,56.65435749494065,12.85263224667237,219014875,43
17_7,56.65435749494065,12.85263224667237,265859000,43
17_7,56.65435749494065,12.85263224667237,355444000,43
17_7,56.65435749494065,12.85263224667237,265608060,43
17_7,56.65435749494065,12.85263224667237,992651019,43
17_7,56.65435749494065,12.85263224667237,374395000,43
17_7,56.65435749494065,12.85263224667237,246061000,43
17_7,56.65435749494065,12.85263224667237,636024909,43
4_5,55.6821857542,12.601013518313081,219018722,19
4_5,55.6821857542,12.601013518313081,219002857,19
4_5,55.6821857542,12.601013518313081,219026305,19
4_5,55.6821857542,12.601013518313081,219026304,19
4_5,55.6821857542,12.601013518313081,211211230,19
4_5,55.6821857542,12.601013518313081,219026301,19
4_5,55.6821857542,12.601013518313081,219024777,19
4_5,55.6821857542,12.601013518313081,219005252,19
4_5,55.6821857542,12.601013518313081,219017717,19
4_5,55.6821857542,12.601013518313081,219031279,19
4_5,55.6821857542,12.601013518313081,265788680,19
4_5,55.6821857542,12.601013518313081,219000177,19
11_1,54.939390873287934,10.707849031530085,219017917,44
11_1,54.939390873287934,10.707849031530085,219026197,44
11_1,54.939390873287934,10.707849031530085,219004668,44
11_1,54.939390873287934,10.707849031530085,219028635,44
11_1,54.939390873287934,10.707849031530085,219028144,44
31_1,55.05938544496322,10.617735453766572,219003342,45
31_1,55.05938544496322,10.617735453766572,219000836,45
31_1,55.05938544496322,10.617735453766572,219000674,45
31_1,55.05938544496322,10.617735453766572,219006026,45
31_1,55.05938544496322,10.617735453766572,219007366,45
31_1,55.05938544496322,10.617735453766572,244995000,45
31_1,55.05938544496322,10.617735453766572,219002493,45
31_1,55.05938544496322,10.617735453766572,219001284,45
31_1,55.05938544496322,10.617735453766572,219020391,45
31_1,55.05938544496322,10.617735453766572,219004896,45
31_1,55.05938544496322,10.617735453766572,219016144,45
31_1,55.05938544496322,10.617735453766572,219000742,45
31_1,55.05938544496322,10.617735453766572,220466000,45
31_1,55.05938544496322,10.617735453766572,219750000,45
31_1,55.05938544496322,10.617735453766572,219002856,45
31_1,55.05938544496322,10.617735453766572,219011021,45
31_1,55.05938544496322,10.617735453766572,219003038,45
31_1,55.05938544496322,10.617735453766572,219002312,45
31_1,55.05938544496322,10.617735453766572,220345000,45
31_1,55.05938544496322,10.617735453766572,235003431,45
31_1,55.05938544496322,10.617735453766572,219000851,45
31_1,55.05938544496322,10.617735453766572,211302570,45
31_1,55.05938544496322,10.617735453766572,219000657,45
31_1,55.05938544496322,10.617735453766572,219000892,45
31_1,55.05938544496322,10.617735453766572,219021596,45
31_1,55.05938544496322,10.617735453766572,219000191,45
31_1,55.05938544496322,10.617735453766572,219013969,45
31_1,55.05938544496322,10.617735453766572,219016306,45
69_0,54.83870450000566,10.999675499951616,245809000,46
69_0,54.83870450000566,10.999675499951616,245808000,46
69_0,54.83870450000566,10.999675499951616,219007363,46
69_0,54.83870450000566,10.999675499951616,219015579,46
45_0,54.572469683582014,11.928295694945446,219024178,47
45_0,54.572469683582014,11.928295694945446,219022256,47
45_0,54.572469683582014,11.928295694945446,219002764,47
45_0,54.572469683582014,11.928295694945446,232003652,47
45_0,54.572469683582014,11.928295694945446,219029703,47
45_0,54.572469683582014,11.928295694945446,219023945,47
45_0,54.572469683582014,11.928295694945446,219009338,47
45_0,54.572469683582014,11.928295694945446,219423000,47
45_0,54.572469683582014,11.928295694945446,211727510,47
23_3,55.37232775125362,13.144106246684325,265519650,48
23_3,55.37232775125362,13.144106246684325,265012560,48
23_3,55.37232775125362,13.144106246684325,265586990,48
23_3,55.37232775125362,13.144106246684325,265607640,48
35_0,54.436636757068555,16.386531278680277,261027890,49
35_0,54.436636757068555,16.386531278680277,261012530,49
35_0,54.436636757068555,16.386531278680277,261008020,49
35_0,54.436636757068555,16.386531278680277,261185762,49
16_0,54.14874142856997,12.108358517001648,211356520,26
16_0,54.14874142856997,12.108358517001648,265463000,26
16_0,54.14874142856997,12.108358517001648,265031000,26
16_0,54.14874142856997,12.108358517001648,218767000,26
16_0,54.14874142856997,12.108358517001648,211266470,26
16_0,54.14874142856997,12.108358517001648,211216500,26
16_0,54.14874142856997,12.108358517001648,211216490,26
16_0,54.14874142856997,12.108358517001648,218802000,26
16_0,54.14874142856997,12.108358517001648,265874000,26
16_0,54.14874142856997,12.108358517001648,218795000,26
16_0,54.14874142856997,12.108358517001648,211833390,26
16_0,54.14874142856997,12.108358517001648,210510000,26
16_0,54.14874142856997,12.108358517001648,246140000,26
16_0,54.14874142856997,12.108358517001648,304367000,26
32_1,55.0616311464523,15.13584404282185,219011032,50
32_1,55.0616311464523,15.13584404282185,261003244,50
32_1,55.0616311464523,15.13584404282185,220073000,50
32_1,55.0616311464523,15.13584404282185,219002761,50
32_1,55.0616311464523,15.13584404282185,219014244,50
32_1,55.0616311464523,15.13584404282185,220431000,50
32_1,55.0616311464523,15.13584404282185,261099060,50
51_0,54.63024113063721,8.389759765866215,218047870,51
51_0,54.63024113063721,8.389759765866215,211782080,51
51_0,54.63024113063721,8.389759765866215,211551940,51
51_0,54.63024113063721,8.389759765866215,211222960,51
51_0,54.63024113063721,8.389759765866215,211169660,51
51_0,54.63024113063721,8.389759765866215,211548430,51
51_0,54.63024113063721,8.389759765866215,211224320,51
51_0,54.63024113063721,8.389759765866215,211673560,51
12_5,55.708579282342285,12.610786111043296,219001362,19
12_5,55.708579282342285,12.610786111043296,219020533,19
12_5,55.708579282342285,12.610786111043296,219002801,19
12_5,55.708579282342285,12.610786111043296,305287000,19
12_5,55.708579282342285,12.610786111043296,231846000,19
12_5,55.708579282342285,12.610786111043296,219024675,19
57_0,54.69270118772236,8.57500032889106,211552710,52
57_0,54.69270118772236,8.57500032889106,211782080,52
57_0,54.69270118772236,8.57500032889106,211223310,52
57_0,54.69270118772236,8.57500032889106,211222960,52
57_0,54.69270118772236,8.57500032889106,211757470,52
57_0,54.69270118772236,8.57500032889106,211551940,52
3_8,56.88950110220876,12.47948193552855,304953000,53
3_8,56.88950110220876,12.47948193552855,992651028,53
3_8,56.88950110220876,12.47948193552855,992651027,53
3_8,56.88950110220876,12.47948193552855,209336000,53
3_8,56.88950110220876,12.47948193552855,246684000,53
3_8,56.88950110220876,12.47948193552855,636024906,53
3_8,56.88950110220876,12.47948193552855,244090800,53
3_8,56.88950110220876,12.47948193552855,244234000,53
12_9,57.59266156010632,9.965045600893273,219022126,15
12_9,57.59266156010632,9.965045600893273,220012000,15
12_9,57.59266156010632,9.965045600893273,219020578,15
12_9,57.59266156010632,9.965045600893273,220278000,15
12_9,57.59266156010632,9.965045600893273,219014374,15
12_9,57.59266156010632,9.965045600893273,219030412,15
12_9,57.59266156010632,9.965045600893273,219007471,15
12_9,57.59266156010632,9.965045600893273,219012351,15
12_9,57.59266156010632,9.965045600893273,219025137,15
12_9,57.59266156010632,9.965045600893273,219007727,15
12_9,57.59266156010632,9.965045600893273,219003959,15
12_9,57.59266156010632,9.965045600893273,219032649,15
12_9,57.59266156010632,9.965045600893273,251267110,15
12_9,57.59266156010632,9.965045600893273,219029329,15
12_9,57.59266156010632,9.965045600893273,219026686,15
12_9,57.59266156010632,9.965045600893273,219031429,15
12_9,57.59266156010632,9.965045600893273,219106000,15
12_9,57.59266156010632,9.965045600893273,220368000,15
12_9,57.59266156010632,9.965045600893273,219005216,15
12_9,57.59266156010632,9.965045600893273,219005803,15
12_9,57.59266156010632,9.965045600893273,219006792,15
12_9,57.59266156010632,9.965045600893273,219008783,15
12_9,57.59266156010632,9.965045600893273,219030544,15
12_9,57.59266156010632,9.965045600893273,219012671,15
12_9,57.59266156010632,9.965045600893273,219015318,15
12_9,57.59266156010632,9.965045600893273,219006164,15
12_9,57.59266156010632,9.965045600893273,219010244,15
12_9,57.59266156010632,9.965045600893273,219005902,15
12_9,57.59266156010632,9.965045600893273,219011325,15
12_9,57.59266156010632,9.965045600893273,219006383,15
12_9,57.59266156010632,9.965045600893273,259028800,15
12_9,57.59266156010632,9.965045600893273,219787000,15
12_9,57.59266156010632,9.965045600893273,258092000,15
12_9,57.59266156010632,9.965045600893273,219006092,15
12_9,57.59266156010632,9.965045600893273,219012521,15
12_9,57.59266156010632,9.965045600893273,219002051,15
12_9,57.59266156010632,9.965045600893273,211916000,15
12_9,57.59266156010632,9.965045600893273,220043000,15
12_9,57.59266156010632,9.965045600893273,257819000,15
12_9,57.59266156010632,9.965045600893273,220051000,15
12_9,57.59266156010632,9.965045600893273,259490000,15
5_5,55.68811432057376,12.623433994474063,244642000,19
5_5,55.68811432057376,12.623433994474063,219027899,19
5_5,55.68811432057376,12.623433994474063,255806471,19
5_5,55.68811432057376,12.623433994474063,219030047,19
5_5,55.68811432057376,12.623433994474063,231846000,19
5_5,55.68811432057376,12.623433994474063,563070700,19
5_5,55.68811432057376,12.623433994474063,219007937,19
5_5,55.68811432057376,12.623433994474063,219001362,19
5_5,55.68811432057376,12.623433994474063,219002801,19
5_5,55.68811432057376,12.623433994474063,219002798,19
5_5,55.68811432057376,12.623433994474063,219001619,19
5_5,55.68811432057376,12.623433994474063,219025528,19
5_5,55.68811432057376,12.623433994474063,244750462,19
5_5,55.68811432057376,12.623433994474063,219031690,19
5_5,55.68811432057376,12.623433994474063,219019441,19
5_5,55.68811432057376,12.623433994474063,219014538,19
5_5,55.68811432057376,12.623433994474063,219027790,19
5_5,55.68811432057376,12.623433994474063,219015013,19
5_5,55.68811432057376,12.623433994474063,219028507,19
5_5,55.68811432057376,12.623433994474063,219027868,19
5_5,55.68811432057376,12.623433994474063,219003461,19
5_5,55.68811432057376,12.623433994474063,219023018,19
5_5,55.68811432057376,12.623433994474063,219020900,19
5_5,55.68811432057376,12.623433994474063,219019907,19
5_5,55.68811432057376,12.623433994474063,219018684,19
5_5,55.68811432057376,12.623433994474063,230129310,19
11_5,55.707001513694564,12.645030505524439,219002798,19
11_5,55.707001513694564,12.645030505524439,219025528,19
11_5,55.707001513694564,12.645030505524439,219019441,19
11_5,55.707001513694564,12.645030505524439,219027309,19
11_4,55.55303689253107,9.727702626331908,227120820,38
11_4,55.55303689253107,9.727702626331908,219026015,38
11_4,55.55303689253107,9.727702626331908,219026672,38
11_4,55.55303689253107,9.727702626331908,219018454,38
11_4,55.55303689253107,9.727702626331908,219033345,38
11_4,55.55303689253107,9.727702626331908,257081000,38
60_0,54.75838240010633,8.29470779863538,211291170,12
60_0,54.75838240010633,8.29470779863538,211413470,12
60_0,54.75838240010633,8.29470779863538,211101000,12
60_0,54.75838240010633,8.29470779863538,211363300,12
60_0,54.75838240010633,8.29470779863538,211364330,12
7_9,57.46320033431513,10.536780339761654,219029963,54
7_9,57.46320033431513,10.536780339761654,219032276,54
7_9,57.46320033431513,10.536780339761654,219031417,54
43_10,57.71622610859641,10.587655877666405,277029000,7
43_10,57.71622610859641,10.587655877666405,265034000,7
43_10,57.71622610859641,10.587655877666405,219032932,7
43_10,57.71622610859641,10.587655877666405,219027735,7
43_10,57.71622610859641,10.587655877666405,219029523,7
43_10,57.71622610859641,10.587655877666405,265581970,7
43_10,57.71622610859641,10.587655877666405,256791000,7
43_10,57.71622610859641,10.587655877666405,912190064,7
43_10,57.71622610859641,10.587655877666405,265002000,7
43_10,57.71622610859641,10.587655877666405,219000333,7
43_10,57.71622610859641,10.587655877666405,219022257,7
43_10,57.71622610859641,10.587655877666405,219013964,7
43_10,57.71622610859641,10.587655877666405,219005583,7
43_10,57.71622610859641,10.587655877666405,257052890,7
43_10,57.71622610859641,10.587655877666405,219024000,7
43_10,57.71622610859641,10.587655877666405,219013885,7
43_10,57.71622610859641,10.587655877666405,219013933,7
43_10,57.71622610859641,10.587655877666405,219001125,7
43_10,57.71622610859641,10.587655877666405,219005867,7
43_10,57.71622610859641,10.587655877666405,219032848,7
43_10,57.71622610859641,10.587655877666405,244710047,7
43_10,57.71622610859641,10.587655877666405,257101030,7
43_10,57.71622610859641,10.587655877666405,219026170,7
43_10,57.71622610859641,10.587655877666405,210056000,7
43_10,57.71622610859641,10.587655877666405,219028185,7
43_10,57.71622610859641,10.587655877666405,219028008,7
43_10,57.71622610859641,10.587655877666405,219014692,7
43_10,57.71622610859641,10.587655877666405,219013391,7
43_10,57.71622610859641,10.587655877666405,219033125,7
43_10,57.71622610859641,10.587655877666405,219011953,7
43_10,57.71622610859641,10.587655877666405,219007027,7
43_10,57.71622610859641,10.587655877666405,219022479,7
43_10,57.71622610859641,10.587655877666405,257571000,7
43_10,57.71622610859641,10.587655877666405,219020150,7
43_10,57.71622610859641,10.587655877666405,220333000,7
43_10,57.71622610859641,10.587655877666405,219012511,7
43_10,57.71622610859641,10.587655877666405,219007034,7
43_10,57.71622610859641,10.587655877666405,219022300,7
43_10,57.71622610859641,10.587655877666405,232043529,7
43_10,57.71622610859641,10.587655877666405,219010873,7
43_10,57.71622610859641,10.587655877666405,219011018,7
43_10,57.71622610859641,10.587655877666405,244583000,7
43_10,57.71622610859641,10.587655877666405,232009818,7
43_10,57.71622610859641,10.587655877666405,220012000,7
43_10,57.71622610859641,10.587655877666405,219031289,7
43_10,57.71622610859641,10.587655877666405,219002827,7
43_10,57.71622610859641,10.587655877666405,219006301,7
43_10,57.71622610859641,10.587655877666405,219007414,7
43_10,57.71622610859641,10.587655877666405,219015442,7
43_10,57.71622610859641,10.587655877666405,219005732,7
43_10,57.71622610859641,10.587655877666405,220343000,7
43_10,57.71622610859641,10.587655877666405,220339000,7
43_10,57.71622610859641,10.587655877666405,219001849,7
43_10,57.71622610859641,10.587655877666405,219801000,7
43_10,57.71622610859641,10.587655877666405,219030593,7
43_10,57.71622610859641,10.587655877666405,258637000,7
43_10,57.71622610859641,10.587655877666405,219026706,7
43_10,57.71622610859641,10.587655877666405,219001111,7
43_10,57.71622610859641,10.587655877666405,219027026,7
43_10,57.71622610859641,10.587655877666405,219019067,7
43_10,57.71622610859641,10.587655877666405,257102400,7
43_10,57.71622610859641,10.587655877666405,219022000,7
43_10,57.71622610859641,10.587655877666405,258572000,7
43_10,57.71622610859641,10.587655877666405,219028043,7
43_10,57.71622610859641,10.587655877666405,219017733,7
1_5,55.678615774211075,12.588844964496829,219007898,19
1_5,55.678615774211075,12.588844964496829,219017717,19
1_5,55.678615774211075,12.588844964496829,219005252,19
1_5,55.678615774211075,12.588844964496829,219012277,19
1_5,55.678615774211075,12.588844964496829,219002857,19
1_5,55.678615774211075,12.588844964496829,219026305,19
1_5,55.678615774211075,12.588844964496829,219026304,19
1_5,55.678615774211075,12.588844964496829,219026301,19
1_5,55.678615774211075,12.588844964496829,970258597,19
1_5,55.678615774211075,12.588844964496829,219022282,19
1_5,55.678615774211075,12.588844964496829,211211230,19
0_6,55.97234143557135,11.368777719340562,219023648,55
0_6,55.97234143557135,11.368777719340562,219033013,55
0_6,55.97234143557135,11.368777719340562,219024604,55
0_6,55.97234143557135,11.368777719340562,219016615,55
0_6,55.97234143557135,11.368777719340562,219030656,55
0_6,55.97234143557135,11.368777719340562,185476224,55
0_6,55.97234143557135,11.368777719340562,219006331,55
6_5,55.688591356575415,12.604962815088033,231846000,19
6_5,55.688591356575415,12.604962815088033,265788680,19
6_5,55.688591356575415,12.604962815088033,219000177,19
6_5,55.688591356575415,12.604962815088033,219002846,19
6_5,55.688591356575415,12.604962815088033,219026305,19
6_5,55.688591356575415,12.604962815088033,219026301,19
6_5,55.688591356575415,12.604962815088033,219026304,19
6_5,55.688591356575415,12.604962815088033,219022736,19
6_5,55.688591356575415,12.604962815088033,219031896,19
6_5,55.688591356575415,12.604962815088033,219017202,19
6_5,55.688591356575415,12.604962815088033,219005574,19
6_5,55.688591356575415,12.604962815088033,265798780,19
13_4,55.55840083556621,9.757136976546798,636017490,38
13_4,55.55840083556621,9.757136976546798,266466000,38
13_4,55.55840083556621,9.757136976546798,219021244,38
13_4,55.55840083556621,9.757136976546798,219000558,38
13_4,55.55840083556621,9.757136976546798,220272000,38
13_4,55.55840083556621,9.757136976546798,219002176,38
13_4,55.55840083556621,9.757136976546798,219000179,38
13_4,55.55840083556621,9.757136976546798,219026257,38
26_4,55.625494470626904,12.991921956009094,212949000,56
26_4,55.625494470626904,12.991921956009094,265757700,56
26_4,55.625494470626904,12.991921956009094,992651016,56
26_4,55.625494470626904,12.991921956009094,265051000,56
26_4,55.625494470626904,12.991921956009094,265042000,56
26_4,55.625494470626904,12.991921956009094,266239000,56
26_4,55.625494470626904,12.991921956009094,266262000,56
31_7,56.78710400076113,8.875363004242336,219004179,13
31_7,56.78710400076113,8.875363004242336,219010246,13
31_7,56.78710400076113,8.875363004242336,219006281,13
24_7,56.702921531684126,8.222086814420578,231880000,9
24_7,56.702921531684126,8.222086814420578,219029708,9
24_7,56.702921531684126,8.222086814420578,219019012,9
24_7,56.702921531684126,8.222086814420578,219921000,9
24_7,56.702921531684126,8.222086814420578,219006382,9
24_7,56.702921531684126,8.222086814420578,219000775,9
24_7,56.702921531684126,8.222086814420578,219941000,9
24_7,56.702921531684126,8.222086814420578,219028268,9
24_7,56.702921531684126,8.222086814420578,219030113,9
24_7,56.702921531684126,8.222086814420578,219004355,9
24_7,56.702921531684126,8.222086814420578,219027310,9
24_7,56.702921531684126,8.222086814420578,219014161,9
24_7,56.702921531684126,8.222086814420578,219793000,9
24_7,56.702921531684126,8.222086814420578,219025535,9
24_7,56.702921531684126,8.222086814420578,219028794,9
24_7,56.702921531684126,8.222086814420578,219015103,9
24_7,56.702921531684126,8.222086814420578,211452000,9
24_7,56.702921531684126,8.222086814420578,211234500,9
24_7,56.702921531684126,8.222086814420578,219015321,9
24_7,56.702921531684126,8.222086814420578,219006552,9
24_7,56.702921531684126,8.222086814420578,219017896,9
24_7,56.702921531684126,8.222086814420578,235078256,9
24_7,56.702921531684126,8.222086814420578,219008089,9
24_7,56.702921531684126,8.222086814420578,235081865,9
24_7,56.702921531684126,8.222086814420578,219026119,9
48_0,54.5969862323863,11.32953890393925,992111801,57
48_0,54.5969862323863,11.32953890393925,992111803,57
48_0,54.5969862323863,11.32953890393925,992111799,57
59_0,54.751061200977745,10.671141399034614,220317000,58
59_0,54.751061200977745,10.671141399034614,219029577,58
59_0,54.751061200977745,10.671141399034614,219015338,58
59_0,54.751061200977745,10.671141399034614,219000881,58
59_0,54.751061200977745,10.671141399034614,219016667,58
15_10,57.66695826914591,10.648073772140403,210051000,7
15_10,57.66695826914591,10.648073772140403,229281000,7
15_10,57.66695826914591,10.648073772140403,538007387,7
15_10,57.66695826914591,10.648073772140403,265012140,7
35_10,57.69373104247125,10.688573419991286,311001594,7
35_10,57.69373104247125,10.688573419991286,257617000,7
35_10,57.69373104247125,10.688573419991286,219017733,7
34_10,57.69317903698754,11.818879724619483,220464000,35
34_10,57.69317903698754,11.818879724619483,265812560,35
34_10,57.69317903698754,11.818879724619483,265512660,35
18_0,54.155740978793006,12.10083915402971,211727510,26
18_0,54.155740978793006,12.10083915402971,304367000,26
18_0,54.155740978793006,12.10083915402971,211138490,26
18_0,54.155740978793006,12.10083915402971,219423000,26
18_0,54.155740978793006,12.10083915402971,244765000,26
18_0,54.155740978793006,12.10083915402971,246774000,26
18_0,54.155740978793006,12.10083915402971,211266470,26
18_0,54.155740978793006,12.10083915402971,211216490,26
18_0,54.155740978793006,12.10083915402971,218767000,26
18_0,54.155740978793006,12.10083915402971,305543000,26
18_0,54.155740978793006,12.10083915402971,244740080,26
18_0,54.155740978793006,12.10083915402971,265463000,26
18_0,54.155740978793006,12.10083915402971,211105560,26
9_1,54.93386322338327,10.83375810755223,219031879,59
9_1,54.93386322338327,10.83375810755223,219016781,59
9_1,54.93386322338327,10.83375810755223,219002962,59
9_1,54.93386322338327,10.83375810755223,219007932,59
9_1,54.93386322338327,10.83375810755223,219023834,59
9_1,54.93386322338327,10.83375810755223,219001061,59
9_1,54.93386322338327,10.83375810755223,219008145,59
9_1,54.93386322338327,10.83375810755223,219016938,59
9_1,54.93386322338327,10.83375810755223,219016555,59
2_3,55.18778000117675,14.703147862291493,219021300,60
2_3,55.18778000117675,14.703147862291493,219031421,60
2_3,55.18778000117675,14.703147862291493,219027963,60
2_3,55.18778000117675,14.703147862291493,219016821,60
2_3,55.18778000117675,14.703147862291493,219028881,60
2_3,55.18778000117675,14.703147862291493,219027084,60
2_3,55.18778000117675,14.703147862291493,219034145,60
19_5,55.72078578113821,11.711804503489484,219003232,61
19_5,55.72078578113821,11.711804503489484,219023617,61
19_5,55.72078578113821,11.711804503489484,219024955,61
19_5,55.72078578113821,11.711804503489484,219003141,61
12_6,56.14874993073851,10.220097365448963,212900000,3
12_6,56.14874993073851,10.220097365448963,314475000,3
12_6,56.14874993073851,10.220097365448963,248483000,3
12_6,56.14874993073851,10.220097365448963,219005477,3
12_6,56.14874993073851,10.220097365448963,246354000,3
12_6,56.14874993073851,10.220097365448963,220068000,3
12_6,56.14874993073851,10.220097365448963,219000175,3
12_6,56.14874993073851,10.220097365448963,228442700,3
2_2,57.71743555023537,10.588337549875176,265002000,7
2_2,57.71743555023537,10.588337549875176,219005583,7
2_2,57.71743555023537,10.588337549875176,219013933,7
2_2,57.71743555023537,10.588337549875176,257052890,7
2_2,57.71743555023537,10.588337549875176,219005867,7
2_2,57.71743555023537,10.588337549875176,219024000,7
2_2,57.71743555023537,10.588337549875176,244710047,7
2_2,57.71743555023537,10.588337549875176,257101030,7
2_2,57.71743555023537,10.588337549875176,219033125,7
2_2,57.71743555023537,10.588337549875176,219007027,7
2_2,57.71743555023537,10.588337549875176,257571000,7
2_2,57.71743555023537,10.588337549875176,219007034,7
2_2,57.71743555023537,10.588337549875176,232043529,7
2_2,57.71743555023537,10.588337549875176,219010873,7
2_2,57.71743555023537,10.588337549875176,219031289,7
2_2,57.71743555023537,10.588337549875176,219002827,7
2_2,57.71743555023537,10.588337549875176,220333000,7
2_2,57.71743555023537,10.588337549875176,219006301,7
2_2,57.71743555023537,10.588337549875176,219015442,7
2_2,57.71743555023537,10.588337549875176,219011018,7
2_2,57.71743555023537,10.588337549875176,219005732,7
2_2,57.71743555023537,10.588337549875176,219013885,7
2_2,57.71743555023537,10.588337549875176,220343000,7
